activity_id,molregno,chembl_id,full_mwt,canonical_smiles,assay_type,journal,year,volume,issue,first_page,last_page,full_molformula,assay_id,standard_relation,standard_value,standard_units,standard_type,doc_id,description,assay_organism,assay_tissue,assay_cell_type,curated_by,pubmed_id,curated_values,curated_units,curated_cell_line
1663163,334133,CHEMBL200347,319.41,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccccc2)cc1,A,Bioorg. Med. Chem. Lett.,2006,16,1,123,128,C20H21N3O,328699,=,2.66,ucm/s,Papp,30510,Permeability from apical to basolateral side of the Caco-2 cell membrane at 10 uM,Homo sapiens,,Caco-2,Intermediate,16236500,,,
1663169,334133,CHEMBL200347,319.41,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccccc2)cc1,A,Bioorg. Med. Chem. Lett.,2006,16,1,123,128,C20H21N3O,328700,=,3.82,ucm/s,Papp,30510,Permeability from basolateral to apical side of the Caco-2 cell membrane at 10 uM,Homo sapiens,,Caco-2,Intermediate,16236500,,,
1663165,334175,CHEMBL199437,312.44,N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)N1CCSC1,A,Bioorg. Med. Chem. Lett.,2006,16,1,123,128,C18H20N2OS,328699,=,4.56,ucm/s,Papp,30510,Permeability from apical to basolateral side of the Caco-2 cell membrane at 10 uM,Homo sapiens,,Caco-2,Intermediate,16236500,,,
1663171,334175,CHEMBL199437,312.44,N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)N1CCSC1,A,Bioorg. Med. Chem. Lett.,2006,16,1,123,128,C18H20N2OS,328700,=,1.5,ucm/s,Papp,30510,Permeability from basolateral to apical side of the Caco-2 cell membrane at 10 uM,Homo sapiens,,Caco-2,Intermediate,16236500,,,
1663167,334287,CHEMBL199614,337.4,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccc(F)cc2)cc1,A,Bioorg. Med. Chem. Lett.,2006,16,1,123,128,C20H20FN3O,328699,=,7.21,ucm/s,Papp,30510,Permeability from apical to basolateral side of the Caco-2 cell membrane at 10 uM,Homo sapiens,,Caco-2,Intermediate,16236500,,,
1663173,334287,CHEMBL199614,337.4,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccc(F)cc2)cc1,A,Bioorg. Med. Chem. Lett.,2006,16,1,123,128,C20H20FN3O,328700,=,4.45,ucm/s,Papp,30510,Permeability from basolateral to apical side of the Caco-2 cell membrane at 10 uM,Homo sapiens,,Caco-2,Intermediate,16236500,,,
1663166,334361,CHEMBL199905,355.39,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccc(F)cc2F)cc1,A,Bioorg. Med. Chem. Lett.,2006,16,1,123,128,C20H19F2N3O,328699,=,4.93,ucm/s,Papp,30510,Permeability from apical to basolateral side of the Caco-2 cell membrane at 10 uM,Homo sapiens,,Caco-2,Intermediate,16236500,,,
1663172,334361,CHEMBL199905,355.39,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccc(F)cc2F)cc1,A,Bioorg. Med. Chem. Lett.,2006,16,1,123,128,C20H19F2N3O,328700,=,4.93,ucm/s,Papp,30510,Permeability from basolateral to apical side of the Caco-2 cell membrane at 10 uM,Homo sapiens,,Caco-2,Intermediate,16236500,,,
1663164,334513,CHEMBL371757,330.43,N[C@@H](Cc1ccc(-c2ccc(F)cc2)cc1)C(=O)N1CCSC1,A,Bioorg. Med. Chem. Lett.,2006,16,1,123,128,C18H19FN2OS,328699,=,16.81,ucm/s,Papp,30510,Permeability from apical to basolateral side of the Caco-2 cell membrane at 10 uM,Homo sapiens,,Caco-2,Intermediate,16236500,,,
1663170,334513,CHEMBL371757,330.43,N[C@@H](Cc1ccc(-c2ccc(F)cc2)cc1)C(=O)N1CCSC1,A,Bioorg. Med. Chem. Lett.,2006,16,1,123,128,C18H19FN2OS,328700,=,5.61,ucm/s,Papp,30510,Permeability from basolateral to apical side of the Caco-2 cell membrane at 10 uM,Homo sapiens,,Caco-2,Intermediate,16236500,,,
1677980,338202,CHEMBL201232,517.6,CC(C)(C)c1nc(N2CCN(CCCCN3C(=O)CCC(=O)c4ccccc43)CC2)cc(C(F)(F)F)n1,A,Bioorg. Med. Chem. Lett.,2006,16,3,658,662,C27H34F3N5O2,333013,=,0.33,ucm/s,Papp,30653,Permeability across Caco-2 cell membrane,Homo sapiens,,Caco-2,Intermediate,16271293,,,
1665790,63434,CHEMBL296435,277.37,CCCCCC[C@H]([C@H](C)O)n1cnc2c(N)ncnc21,A,Bioorg. Med. Chem. Lett.,2006,16,2,307,310,C14H23N5O,327634,=,34,ucm/s,Papp,30475,Apical Caco-2 cell membrane permeability,Homo sapiens,,Caco-2,Intermediate,16275071,,,
1665791,63434,CHEMBL296435,277.37,CCCCCC[C@H]([C@H](C)O)n1cnc2c(N)ncnc21,A,Bioorg. Med. Chem. Lett.,2006,16,2,307,310,C14H23N5O,327635,=,18,ucm/s,Papp,30475,Basolateral Caco-2 cell membrane permeability,Homo sapiens,,Caco-2,Intermediate,16275071,,,
1665764,335280,CHEMBL200906,314.33,CN1C(=O)C(C(=O)Nc2nncs2)c2cc3occc3cc21,A,Bioorg. Med. Chem. Lett.,2006,16,2,307,310,C14H10N4O3S,327634,=,5,ucm/s,Papp,30475,Apical Caco-2 cell membrane permeability,Homo sapiens,,Caco-2,Intermediate,16275071,,,
1665765,335280,CHEMBL200906,314.33,CN1C(=O)C(C(=O)Nc2nncs2)c2cc3occc3cc21,A,Bioorg. Med. Chem. Lett.,2006,16,2,307,310,C14H10N4O3S,327635,=,32,ucm/s,Papp,30475,Basolateral Caco-2 cell membrane permeability,Homo sapiens,,Caco-2,Intermediate,16275071,,,
1665766,335280,CHEMBL200906,314.33,CN1C(=O)C(C(=O)Nc2nncs2)c2cc3occc3cc21,A,Bioorg. Med. Chem. Lett.,2006,16,2,307,310,C14H10N4O3S,327636,=,3,ucm/s,Papp,30475,Apical cell permeability in MDCK cells overexpressing human p-glycoprotein,Homo sapiens,,MDCK,Intermediate,16275071,3,10^-6cm/s,MDCK
1665767,335280,CHEMBL200906,314.33,CN1C(=O)C(C(=O)Nc2nncs2)c2cc3occc3cc21,A,Bioorg. Med. Chem. Lett.,2006,16,2,307,310,C14H10N4O3S,327637,=,4.6,ucm/s,Papp,30475,Basolateral cell permeability in MDCK with MDR transfectant overexpressing human p-glycoprotein,Homo sapiens,,MDCK,Intermediate,16275071,4.6,10^-6cm/s,removed
1675806,336727,CHEMBL201115,468.52,Cc1cn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c(=O)[nH]c1=O,A,Bioorg. Med. Chem. Lett.,2006,16,3,490,494,C22H31F3N6O2,331695,=,1.94,ucm/s,Papp,30616,Permeability across Caco-2 cell membrane,Homo sapiens,,Caco-2,Intermediate,16290141,,,
1654463,332112,CHEMBL197500,681.63,COC(=O)N[C@H](C(=O)NN(Cc1ccc(Br)cc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C,A,J. Med. Chem.,2005,48,25,8098,8102,C34H41BrN4O6,326380,=,42,ucm/s,Papp,30360,Caco-2 cell membrane permeability,Homo sapiens,,Caco-2,Intermediate,16335934,,,
1654451,332134,CHEMBL436755,602.73,COC(=O)N[C@H](C(=O)NN(Cc1ccccc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C,A,J. Med. Chem.,2005,48,25,8098,8102,C34H42N4O6,326380,=,35,ucm/s,Papp,30360,Caco-2 cell membrane permeability,Homo sapiens,,Caco-2,Intermediate,16335934,,,
1669044,335876,CHEMBL199836,464.53,COc1ccc2onc(N3CCN(CCCCNC(=O)c4cc(-c5ccco5)[nH]n4)CC3)c2c1,A,J. Med. Chem.,2006,49,1,358,365,C24H28N6O4,329487,=,7.39,ucm/s,Papp,30539,Apparent permeability assessed by Caco-2 layer assay,Homo sapiens,,Caco-2,Intermediate,16392820,,,
1669046,335891,CHEMBL197660,493.61,COc1ccc2onc(N3CCN(CCCCNC(=O)c4ccc(N5CCOCC5)cc4)CC3)c2c1,A,J. Med. Chem.,2006,49,1,358,365,C27H35N5O4,329487,=,36.3,ucm/s,Papp,30539,Apparent permeability assessed by Caco-2 layer assay,Homo sapiens,,Caco-2,Intermediate,16392820,,,
1669045,335892,CHEMBL199329,474.57,COc1ccc2onc(N3CCN(CCCCNC(=O)c4ccc(-n5ccnc5)cc4)CC3)c2c1,A,J. Med. Chem.,2006,49,1,358,365,C26H30N6O3,329487,=,6.56,ucm/s,Papp,30539,Apparent permeability assessed by Caco-2 layer assay,Homo sapiens,,Caco-2,Intermediate,16392820,,,
1697673,341940,CHEMBL206815,414.51,CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCO)cc2)[C@H]1C(=O)NO,A,Bioorg. Med. Chem. Lett.,2006,16,6,1605,1609,C17H22N2O6S2,339186,=,2.2,ucm/s,Papp,30836,Permeability across Caco-2 cell membrane,Homo sapiens,,Caco-2,Intermediate,16426848,,,
1715440,346176,CHEMBL207305,449.51,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCOCC3)cc2)c2ccccc2n1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C25H27N3O5,354463,=,0.8,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715439,346235,CHEMBL205290,447.54,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCCCC3)cc2)c2ccccc2n1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C26H29N3O4,354463,=,3.6,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715464,346236,CHEMBL436950,548.64,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(C(=O)OC(C)(C)C)CC3)cc2)c2ccccc2n1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C30H36N4O6,354463,=,8.2,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715463,346256,CHEMBL208009,448.52,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCNCC3)cc2)c2ccccc2n1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C25H28N4O4,354463,=,0,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715451,346260,CHEMBL382352,554.67,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(CCS(C)(=O)=O)CC3)cc2)c2ccccc2n1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C28H34N4O6S,354463,=,0.81,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715449,346319,CHEMBL207018,494.57,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(CCF)CC3)cc2)c2ccccc2n1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C27H31FN4O4,354463,=,0.55,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715448,346320,CHEMBL381953,490.56,CC(=O)N1CCC(CC(=O)NO)(NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)CC1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C27H30N4O5,354463,=,0.1,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715447,346333,CHEMBL381173,504.59,CCC(=O)N1CCC(CC(=O)NO)(NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)CC1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C28H32N4O5,354463,=,0.1,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715446,346345,CHEMBL207726,518.61,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(C(=O)C(C)C)CC3)cc2)c2ccccc2n1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C29H34N4O5,354463,=,0.2,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715462,346446,CHEMBL380895,462.55,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(C)CC3)cc2)c2ccccc2n1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C26H30N4O4,354463,=,0.1,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715461,346447,CHEMBL207468,476.58,CCN1CCC(CC(=O)NO)(NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)CC1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C27H32N4O4,354463,=,0.1,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715460,346453,CHEMBL208022,490.6,CCCN1CCC(CC(=O)NO)(NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)CC1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C28H34N4O4,354463,=,0.1,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715450,346461,CHEMBL208172,568.7,CCS(=O)(=O)CCN1CCC(CC(=O)NO)(NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)CC1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C29H36N4O6S,354463,=,0.55,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715459,346658,CHEMBL205523,504.63,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(C(C)(C)C)CC3)cc2)c2ccccc2n1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C29H36N4O4,354463,=,0.1,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715458,346665,CHEMBL207180,518.66,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(CC(C)(C)C)CC3)cc2)c2ccccc2n1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C30H38N4O4,354463,=,2.4,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715457,346667,CHEMBL207709,514.63,C#CC(C)(C)N1CCC(CC(=O)NO)(NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)CC1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C30H34N4O4,354463,=,3.2,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715456,346672,CHEMBL207075,524.62,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(c4ccccc4)CC3)cc2)c2ccccc2n1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C31H32N4O4,354463,=,0.5,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715455,346678,CHEMBL425415,538.65,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(Cc4ccccc4)CC3)cc2)c2ccccc2n1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C32H34N4O4,354463,=,0.1,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715445,346686,CHEMBL206993,532.64,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(C(=O)C(C)(C)C)CC3)cc2)c2ccccc2n1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C30H36N4O5,354463,=,0.88,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715444,346694,CHEMBL207999,546.67,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(C(=O)CC(C)(C)C)CC3)cc2)c2ccccc2n1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C31H38N4O5,354463,=,0.79,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715452,346868,CHEMBL205900,533.65,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(C4=NCCS4)CC3)cc2)c2ccccc2n1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C28H31N5O4S,354463,=,0.1,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1715443,346876,CHEMBL207683,532.64,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(C(=O)CC(C)C)CC3)cc2)c2ccccc2n1,A,Bioorg. Med. Chem. Lett.,2006,16,10,2699,2704,C30H36N4O5,354463,=,0.56,ucm/s,Papp,31143,Apparent permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16516466,,,
1699386,1279,CHEMBL24,266.34,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,A,J. Med. Chem.,2006,49,7,2222,2231,C14H22N2O3,342042,=,0.1,ucm/s,Papp,30917,Permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16570918,,,
1699385,16591,CHEMBL571,254.29,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,A,J. Med. Chem.,2006,49,7,2222,2231,C16H14O3,342042,=,25.7,ucm/s,Papp,30917,Permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16570918,,,
1699382,343003,CHEMBL205782,193.25,C1=C(c2cccnc2)Cc2ccccc21,A,J. Med. Chem.,2006,49,7,2222,2231,C14H11N,342042,=,6.6,ucm/s,Papp,30917,Permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16570918,,,
1699393,343004,CHEMBL205881,207.28,C1=C(c2cccnc2)CCc2ccccc21,A,J. Med. Chem.,2006,49,7,2222,2231,C15H13N,342042,=,14.6,ucm/s,Papp,30917,Permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16570918,,,
1699392,343005,CHEMBL206300,223.28,COc1ccc2c(c1)C=C(c1cccnc1)C2,A,J. Med. Chem.,2006,49,7,2222,2231,C15H13NO,342042,=,12.5,ucm/s,Papp,30917,Permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16570918,,,
1699391,343006,CHEMBL206351,237.3,COc1ccc2c(c1)CCC(c1cccnc1)=C2,A,J. Med. Chem.,2006,49,7,2222,2231,C16H15NO,342042,=,13.5,ucm/s,Papp,30917,Permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16570918,,,
1699390,343217,CHEMBL206283,221.3,CC1=C(c2cccnc2)CCc2ccccc21,A,J. Med. Chem.,2006,49,7,2222,2231,C16H15N,342042,=,3.4,ucm/s,Papp,30917,Permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16570918,,,
1699389,343218,CHEMBL205503,235.33,CCC1=C(c2cccnc2)CCc2ccccc21,A,J. Med. Chem.,2006,49,7,2222,2231,C17H17N,342042,=,21.6,ucm/s,Papp,30917,Permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16570918,,,
1699388,343219,CHEMBL206550,221.3,CC1Cc2ccccc2C=C1c1cccnc1,A,J. Med. Chem.,2006,49,7,2222,2231,C16H15N,342042,=,14.7,ucm/s,Papp,30917,Permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16570918,,,
1699387,343220,CHEMBL206070,221.3,CC1CC(c2cccnc2)=Cc2ccccc21,A,J. Med. Chem.,2006,49,7,2222,2231,C16H15N,342042,=,16.3,ucm/s,Papp,30917,Permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16570918,,,
1699384,364520,CHEMBL386630,288.43,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,A,J. Med. Chem.,2006,49,7,2222,2231,C19H28O2,342042,=,9.4,ucm/s,Papp,30917,Permeability in Caco-2 cell,Homo sapiens,,Caco-2,Intermediate,16570918,,,
1727272,348132,CHEMBL210151,651.33,C[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(Cl)cc1,A,Bioorg. Med. Chem. Lett.,2006,16,12,3310,3314,C28H25Cl2IN2O4,359131,=,13,ucm/s,Papp,31206,Apparent permeability from basolateral to apical in Caco-2 cells,Homo sapiens,,Caco-2,Intermediate,16600594,,,
1727274,348132,CHEMBL210151,651.33,C[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(Cl)cc1,A,Bioorg. Med. Chem. Lett.,2006,16,12,3310,3314,C28H25Cl2IN2O4,359130,=,7.34,ucm/s,Papp,31206,Apparent permeability from apical to basolateral in Caco-2 cells,Homo sapiens,,Caco-2,Intermediate,16600594,,,
1727270,348810,CHEMBL210913,563.48,CC#Cc1ccc2c(c1)C(=O)N([C@H](C)c1ccc(Cl)cc1)[C@@H](c1ccc(Cl)cc1)C(=O)N2CCCCC(=O)O,A,Bioorg. Med. Chem. Lett.,2006,16,12,3310,3314,C31H28Cl2N2O4,359130,=,19.9,ucm/s,Papp,31206,Apparent permeability from apical to basolateral in Caco-2 cells,Homo sapiens,,Caco-2,Intermediate,16600594,,,
1727277,348810,CHEMBL210913,563.48,CC#Cc1ccc2c(c1)C(=O)N([C@H](C)c1ccc(Cl)cc1)[C@@H](c1ccc(Cl)cc1)C(=O)N2CCCCC(=O)O,A,Bioorg. Med. Chem. Lett.,2006,16,12,3310,3314,C31H28Cl2N2O4,359131,=,9.1,ucm/s,Papp,31206,Apparent permeability from basolateral to apical in Caco-2 cells,Homo sapiens,,Caco-2,Intermediate,16600594,,,
1727273,348972,CHEMBL383727,684.88,C[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(C(F)(F)F)cc1,A,Bioorg. Med. Chem. Lett.,2006,16,12,3310,3314,C29H25ClF3IN2O4,359130,=,10.3,ucm/s,Papp,31206,Apparent permeability from apical to basolateral in Caco-2 cells,Homo sapiens,,Caco-2,Intermediate,16600594,,,
1727275,348972,CHEMBL383727,684.88,C[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(C(F)(F)F)cc1,A,Bioorg. Med. Chem. Lett.,2006,16,12,3310,3314,C29H25ClF3IN2O4,359131,=,9.6,ucm/s,Papp,31206,Apparent permeability from basolateral to apical in Caco-2 cells,Homo sapiens,,Caco-2,Intermediate,16600594,,,
1727271,348996,CHEMBL380214,549.45,C#Cc1ccc2c(c1)C(=O)N([C@H](C)c1ccc(Cl)cc1)[C@@H](c1ccc(Cl)cc1)C(=O)N2CCCCC(=O)O,A,Bioorg. Med. Chem. Lett.,2006,16,12,3310,3314,C30H26Cl2N2O4,359130,=,20.9,ucm/s,Papp,31206,Apparent permeability from apical to basolateral in Caco-2 cells,Homo sapiens,,Caco-2,Intermediate,16600594,,,
1727276,348996,CHEMBL380214,549.45,C#Cc1ccc2c(c1)C(=O)N([C@H](C)c1ccc(Cl)cc1)[C@@H](c1ccc(Cl)cc1)C(=O)N2CCCCC(=O)O,A,Bioorg. Med. Chem. Lett.,2006,16,12,3310,3314,C30H26Cl2N2O4,359131,=,16.1,ucm/s,Papp,31206,Apparent permeability from basolateral to apical in Caco-2 cells,Homo sapiens,,Caco-2,Intermediate,16600594,,,
1710708,345861,CHEMBL436753,576.14,CCN1CCC(C(=O)NC2(C(=O)O)CCN(Cc3cccc(Oc4ccccc4Cl)c3)CC2)(c2ccccc2)CC1,A,J. Med. Chem.,2006,49,9,2669,2672,C33H38ClN3O4,351821,=,25,ucm/s,Papp,31096,Apparent permeability in Caco-2 cells from apical to basolateral,Homo sapiens,,Caco-2,Intermediate,16640325,,,
1711661,345861,CHEMBL436753,576.14,CCN1CCC(C(=O)NC2(C(=O)O)CCN(Cc3cccc(Oc4ccccc4Cl)c3)CC2)(c2ccccc2)CC1,A,J. Med. Chem.,2006,49,9,2669,2672,C33H38ClN3O4,351822,=,83,ucm/s,Papp,31096,Apparent permeability in Caco-2 cells from basolateral to apical,Homo sapiens,,Caco-2,Intermediate,16640325,,,
1711649,346656,CHEMBL205447,499.66,COc1ccccc1Oc1cccc(CN2CCC(NC(=O)C3(c4ccccc4)CCNCC3)CC2)c1,A,J. Med. Chem.,2006,49,9,2669,2672,C31H37N3O3,351822,=,20,ucm/s,Papp,31096,Apparent permeability in Caco-2 cells from basolateral to apical,Homo sapiens,,Caco-2,Intermediate,16640325,,,
1711650,346656,CHEMBL205447,499.66,COc1ccccc1Oc1cccc(CN2CCC(NC(=O)C3(c4ccccc4)CCNCC3)CC2)c1,A,J. Med. Chem.,2006,49,9,2669,2672,C31H37N3O3,351821,=,9,ucm/s,Papp,31096,Apparent permeability in Caco-2 cells from apical to basolateral,Homo sapiens,,Caco-2,Intermediate,16640325,,,
1741700,353287,CHEMBL378334,652.6,COc1ccc(-n2nc(C(N)=O)c3ncn(-c4ccc(-c5ccccc5CN5CCCC5)cc4F)c(=O)c32)cc1.O=C(O)C(F)(F)F,A,Bioorg. Med. Chem. Lett.,2006,16,14,3755,3760,C32H28F4N6O5,377106,=,15,ucm/s,Papp,31469,Apparent permeability in Caco-2 cells,Homo sapiens,,Caco-2,Intermediate,16682200,,,
1741701,353288,CHEMBL213979,616.6,COc1ccc(-n2nc(C#N)c3ncn(-c4ccc(-c5ccccc5CN5CCCC5)cc4)c(=O)c32)cc1.O=C(O)C(F)(F)F,A,Bioorg. Med. Chem. Lett.,2006,16,14,3755,3760,C32H27F3N6O4,377106,=,3.1,ucm/s,Papp,31469,Apparent permeability in Caco-2 cells,Homo sapiens,,Caco-2,Intermediate,16682200,,,
1741699,353612,CHEMBL377893,634.61,COc1ccc(-n2nc(C(N)=O)c3ncn(-c4ccc(-c5ccccc5CN5CCCC5)cc4)c(=O)c32)cc1.O=C(O)C(F)(F)F,A,Bioorg. Med. Chem. Lett.,2006,16,14,3755,3760,C32H29F3N6O5,377106,=,12,ucm/s,Papp,31469,Apparent permeability in Caco-2 cells,Homo sapiens,,Caco-2,Intermediate,16682200,,,
1741760,548963,CHEMBL558198,564.93,CN(C)Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1.Cl,A,Bioorg. Med. Chem. Lett.,2006,16,14,3755,3760,C24H21ClF4N8O2,377106,=,5.6,ucm/s,Papp,31469,Apparent permeability in Caco-2 cells,Homo sapiens,,Caco-2,Intermediate,16682200,,,
1736280,351395,CHEMBL379513,653.82,CC(C)CNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1,A,Bioorg. Med. Chem. Lett.,2006,16,14,3635,3638,C34H44FN5O5S,376663,=,10,ucm/s,Papp,31458,Apparent permeability of the compound,,,,Autocuration,16690314,10,10^-6cm/s,ambiguous
