activity_id,molregno,chembl_id,full_mwt,canonical_smiles,assay_type,journal,year,volume,issue,first_page,last_page,full_molformula,assay_id,standard_relation,standard_value,standard_units,standard_type,doc_id,description,assay_organism,assay_tissue,assay_cell_type,curated_by,pubmed_id,curated_values,curated_units,curated_cell_line
10937057,1350337,CHEMBL2046920,503.88,CCOP(=O)(O)c1ccc(-c2nc3nc(NC)[nH]c(=O)c3n2CCOc2ccc(Cl)cc2)cc1,A,J. Med. Chem.,2012,55,8,3837,3851,C22H23ClN5O5P,826739,=,1,ucm/s,Papp,62439,Apparent permeability of the compound across pig LLC-PK1 cells,Sus scrofa,,LLC-PK1,Autocuration,22458568,1,10^-6cm/s,LLC-PK1
10937058,1350338,CHEMBL2046921,439.86,CNc1nc2nc(-c3ccc(C(=O)O)cc3)n(CCOc3ccc(Cl)cc3)c2c(=O)[nH]1,A,J. Med. Chem.,2012,55,8,3837,3851,C21H18ClN5O4,826739,=,1.15,ucm/s,Papp,62439,Apparent permeability of the compound across pig LLC-PK1 cells,Sus scrofa,,LLC-PK1,Autocuration,22458568,1.15,10^-6cm/s,LLC-PK1
10876914,1279,CHEMBL24,266.34,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,A,Eur. J. Med. Chem.,2012,52,,193,204,C14H22N2O3,816004,=,1.77,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876937,1279,CHEMBL24,266.34,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,A,Eur. J. Med. Chem.,2012,52,,193,204,C14H22N2O3,816009,=,1.01,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876913,1370,CHEMBL27,259.35,CC(C)NCC(O)COc1cccc2ccccc12,A,Eur. J. Med. Chem.,2012,52,,193,204,C16H21NO2,816004,=,48.35,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876936,1370,CHEMBL27,259.35,CC(C)NCC(O)COc1cccc2ccccc12,A,Eur. J. Med. Chem.,2012,52,,193,204,C16H21NO2,816009,=,37.89,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876893,29637,CHEMBL685,295.3,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,A,Eur. J. Med. Chem.,2012,52,,193,204,C16H13N3O3,816004,=,5.15,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876916,29637,CHEMBL685,295.3,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,A,Eur. J. Med. Chem.,2012,52,,193,204,C16H13N3O3,816009,=,4.34,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876894,376626,CHEMBL227936,146.19,Cc1nc2ccccc2n1C,A,Eur. J. Med. Chem.,2012,52,,193,204,C9H10N2,816004,=,9.03,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876917,376626,CHEMBL227936,146.19,Cc1nc2ccccc2n1C,A,Eur. J. Med. Chem.,2012,52,,193,204,C9H10N2,816009,=,10.2,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876898,376633,CHEMBL227086,164.23,Cn1c(S)nc2ccccc21,A,Eur. J. Med. Chem.,2012,52,,193,204,C8H8N2S,816004,=,8.14,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876921,376633,CHEMBL227086,164.23,Cn1c(S)nc2ccccc21,A,Eur. J. Med. Chem.,2012,52,,193,204,C8H8N2S,816009,=,14.5,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876901,376634,CHEMBL223968,178.26,CSc1nc2ccccc2n1C,A,Eur. J. Med. Chem.,2012,52,,193,204,C9H10N2S,816004,=,7.12,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876924,376634,CHEMBL223968,178.26,CSc1nc2ccccc2n1C,A,Eur. J. Med. Chem.,2012,52,,193,204,C9H10N2S,816009,=,9.57,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876899,376636,CHEMBL376814,198.68,Cn1c(S)nc2cc(Cl)ccc21,A,Eur. J. Med. Chem.,2012,52,,193,204,C8H7ClN2S,816004,=,6.92,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876922,376636,CHEMBL376814,198.68,Cn1c(S)nc2cc(Cl)ccc21,A,Eur. J. Med. Chem.,2012,52,,193,204,C8H7ClN2S,816009,=,9.57,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876902,376637,CHEMBL374624,212.71,CSc1nc2cc(Cl)ccc2n1C,A,Eur. J. Med. Chem.,2012,52,,193,204,C9H9ClN2S,816004,=,7.59,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876925,376637,CHEMBL374624,212.71,CSc1nc2cc(Cl)ccc2n1C,A,Eur. J. Med. Chem.,2012,52,,193,204,C9H9ClN2S,816009,=,14.2,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876895,376645,CHEMBL387631,180.64,Cc1nc2ccc(Cl)cc2n1C,A,Eur. J. Med. Chem.,2012,52,,193,204,C9H9ClN2,816004,=,7.8,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876918,376645,CHEMBL387631,180.64,Cc1nc2ccc(Cl)cc2n1C,A,Eur. J. Med. Chem.,2012,52,,193,204,C9H9ClN2,816009,=,8.82,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876900,376647,CHEMBL227686,198.68,Cn1c(S)nc2ccc(Cl)cc21,A,Eur. J. Med. Chem.,2012,52,,193,204,C8H7ClN2S,816004,=,14.1,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876923,376647,CHEMBL227686,198.68,Cn1c(S)nc2ccc(Cl)cc21,A,Eur. J. Med. Chem.,2012,52,,193,204,C8H7ClN2S,816009,=,27.2,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876903,376648,CHEMBL227687,212.71,CSc1nc2ccc(Cl)cc2n1C,A,Eur. J. Med. Chem.,2012,52,,193,204,C9H9ClN2S,816004,=,7.77,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876926,376648,CHEMBL227687,212.71,CSc1nc2ccc(Cl)cc2n1C,A,Eur. J. Med. Chem.,2012,52,,193,204,C9H9ClN2S,816009,=,9.57,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876896,376649,CHEMBL227688,215.08,Cc1nc2cc(Cl)c(Cl)cc2n1C,A,Eur. J. Med. Chem.,2012,52,,193,204,C9H8Cl2N2,816004,=,7.98,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876919,376649,CHEMBL227688,215.08,Cc1nc2cc(Cl)c(Cl)cc2n1C,A,Eur. J. Med. Chem.,2012,52,,193,204,C9H8Cl2N2,816009,=,11.2,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876892,406787,CHEMBL1483,265.34,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,A,Eur. J. Med. Chem.,2012,52,,193,204,C12H15N3O2S,816004,=,3.14,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876915,406787,CHEMBL1483,265.34,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,A,Eur. J. Med. Chem.,2012,52,,193,204,C12H15N3O2S,816009,=,1.99,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876904,809734,CHEMBL1385850,230.15,O=C(O)c1ccc2[nH]c(C(F)(F)F)nc2c1,A,Eur. J. Med. Chem.,2012,52,,193,204,C9H5F3N2O2,816004,=,0.57,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876927,809734,CHEMBL1385850,230.15,O=C(O)c1ccc2[nH]c(C(F)(F)F)nc2c1,A,Eur. J. Med. Chem.,2012,52,,193,204,C9H5F3N2O2,816009,=,0.74,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876907,1023347,CHEMBL1599463,244.17,COC(=O)c1ccc2[nH]c(C(F)(F)F)nc2c1,A,Eur. J. Med. Chem.,2012,52,,193,204,C10H7F3N2O2,816004,=,32.69,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876930,1023347,CHEMBL1599463,244.17,COC(=O)c1ccc2[nH]c(C(F)(F)F)nc2c1,A,Eur. J. Med. Chem.,2012,52,,193,204,C10H7F3N2O2,816009,=,22.99,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876897,1337659,CHEMBL2022292,181.63,Cn1c(N)nc2cc(Cl)ccc21,A,Eur. J. Med. Chem.,2012,52,,193,204,C8H8ClN3,816004,=,5.21,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876920,1337659,CHEMBL2022292,181.63,Cn1c(N)nc2cc(Cl)ccc21,A,Eur. J. Med. Chem.,2012,52,,193,204,C8H8ClN3,816009,=,9.57,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876905,1337989,CHEMBL2022619,244.17,Cn1c(C(F)(F)F)nc2cc(C(=O)O)ccc21,A,Eur. J. Med. Chem.,2012,52,,193,204,C10H7F3N2O2,816004,=,9.83,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876928,1337989,CHEMBL2022619,244.17,Cn1c(C(F)(F)F)nc2cc(C(=O)O)ccc21,A,Eur. J. Med. Chem.,2012,52,,193,204,C10H7F3N2O2,816009,=,7.25,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876906,1337990,CHEMBL2022620,244.17,Cn1c(C(F)(F)F)nc2ccc(C(=O)O)cc21,A,Eur. J. Med. Chem.,2012,52,,193,204,C10H7F3N2O2,816004,=,5.09,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876929,1337990,CHEMBL2022620,244.17,Cn1c(C(F)(F)F)nc2ccc(C(=O)O)cc21,A,Eur. J. Med. Chem.,2012,52,,193,204,C10H7F3N2O2,816009,=,4.65,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876908,1337991,CHEMBL2022621,258.2,COC(=O)c1ccc2c(c1)nc(C(F)(F)F)n2C,A,Eur. J. Med. Chem.,2012,52,,193,204,C11H9F3N2O2,816004,=,26.66,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876931,1337991,CHEMBL2022621,258.2,COC(=O)c1ccc2c(c1)nc(C(F)(F)F)n2C,A,Eur. J. Med. Chem.,2012,52,,193,204,C11H9F3N2O2,816009,=,23.87,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876909,1337992,CHEMBL2022622,258.2,COC(=O)c1ccc2nc(C(F)(F)F)n(C)c2c1,A,Eur. J. Med. Chem.,2012,52,,193,204,C11H9F3N2O2,816004,=,39.25,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876932,1337992,CHEMBL2022622,258.2,COC(=O)c1ccc2nc(C(F)(F)F)n(C)c2c1,A,Eur. J. Med. Chem.,2012,52,,193,204,C11H9F3N2O2,816009,=,21.76,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876910,1337993,CHEMBL2022623,357.33,CCN(CC)C(=O)COC(=O)c1ccc2c(c1)nc(C(F)(F)F)n2C,A,Eur. J. Med. Chem.,2012,52,,193,204,C16H18F3N3O3,816004,=,21.94,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876933,1337993,CHEMBL2022623,357.33,CCN(CC)C(=O)COC(=O)c1ccc2c(c1)nc(C(F)(F)F)n2C,A,Eur. J. Med. Chem.,2012,52,,193,204,C16H18F3N3O3,816009,=,11.01,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876911,1337994,CHEMBL2022624,357.33,CCN(CC)C(=O)COC(=O)c1ccc2nc(C(F)(F)F)n(C)c2c1,A,Eur. J. Med. Chem.,2012,52,,193,204,C16H18F3N3O3,816004,=,15.37,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876934,1337994,CHEMBL2022624,357.33,CCN(CC)C(=O)COC(=O)c1ccc2nc(C(F)(F)F)n(C)c2c1,A,Eur. J. Med. Chem.,2012,52,,193,204,C16H18F3N3O3,816009,=,13.04,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876912,1337996,CHEMBL2022626,257.21,CNC(=O)c1ccc2nc(C(F)(F)F)n(C)c2c1,A,Eur. J. Med. Chem.,2012,52,,193,204,C11H10F3N3O,816004,=,14.58,ucm/s,Papp,61724,Apparent permeability from apical to basolateral side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
10876935,1337996,CHEMBL2022626,257.21,CNC(=O)c1ccc2nc(C(F)(F)F)n(C)c2c1,A,Eur. J. Med. Chem.,2012,52,,193,204,C11H10F3N3O,816009,=,8.98,ucm/s,Papp,61724,Apparent permeability from basolateral to apical side of human Caco2 cells at 100 uM up to 90 mins,Homo sapiens,,Caco-2,Autocuration,22464423,,,
12135166,1442656,CHEMBL2181827,572.71,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1ccc3c(c1)OCO3)NC(=O)c1cccnc1)CC1(CCC1)O2,A,J. Med. Chem.,2012,55,21,9009,9024,C33H40N4O5,873881,=,11,ucm/s,Papp,66530,Apparent permeability across pig LLC-PK1 cells after 2hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468639,11,10^-6cm/s,LLC-PK1
12135165,1442657,CHEMBL2181828,590.7,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1ccc3c(c1)OCO3)NC(=O)c1ccc(F)nc1)CC1(CCC1)O2,A,J. Med. Chem.,2012,55,21,9009,9024,C33H39FN4O5,873881,=,18,ucm/s,Papp,66530,Apparent permeability across pig LLC-PK1 cells after 2hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468639,18,10^-6cm/s,LLC-PK1
12135226,1442658,CHEMBL2181829,523.67,CC(=O)N[C@@H](Cc1ccc2c(c1)OCCO2)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,A,J. Med. Chem.,2012,55,21,9009,9024,C30H41N3O5,873881,=,20,ucm/s,Papp,66530,Apparent permeability across pig LLC-PK1 cells after 2hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468639,20,10^-6cm/s,LLC-PK1
12135173,1442659,CHEMBL2181830,539.67,COCC(=O)N[C@@H](Cc1ccc2c(c1)OCO2)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,A,J. Med. Chem.,2012,55,21,9009,9024,C30H41N3O6,873881,=,17,ucm/s,Papp,66530,Apparent permeability across pig LLC-PK1 cells after 2hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468639,17,10^-6cm/s,LLC-PK1
12135172,1442660,CHEMBL2181831,537.7,CC(C)C(=O)N[C@@H](Cc1ccc2c(c1)OCO2)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,A,J. Med. Chem.,2012,55,21,9009,9024,C31H43N3O5,873881,=,17,ucm/s,Papp,66530,Apparent permeability across pig LLC-PK1 cells after 2hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468639,17,10^-6cm/s,LLC-PK1
12135171,1442710,CHEMBL2181880,553.7,CO[C@H](C)C(=O)N[C@@H](Cc1ccc2c(c1)OCO2)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,A,J. Med. Chem.,2012,55,21,9009,9024,C31H43N3O6,873881,=,23,ucm/s,Papp,66530,Apparent permeability across pig LLC-PK1 cells after 2hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468639,23,10^-6cm/s,LLC-PK1
12135170,1442711,CHEMBL2181881,565.71,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1ccc3c(c1)OCO3)NC(=O)[C@@H]1CCCO1)CC1(CCC1)O2,A,J. Med. Chem.,2012,55,21,9009,9024,C32H43N3O6,873881,=,19,ucm/s,Papp,66530,Apparent permeability across pig LLC-PK1 cells after 2hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468639,19,10^-6cm/s,LLC-PK1
12135169,1442712,CHEMBL2181882,541.66,C[C@@H](F)C(=O)N[C@@H](Cc1ccc2c(c1)OCO2)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,A,J. Med. Chem.,2012,55,21,9009,9024,C30H40FN3O5,873881,=,16,ucm/s,Papp,66530,Apparent permeability across pig LLC-PK1 cells after 2hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468639,16,10^-6cm/s,LLC-PK1
12135168,1442713,CHEMBL2181883,589.71,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1ccc3c(c1)OCO3)NC(=O)c1ccccc1F)CC1(CCC1)O2,A,J. Med. Chem.,2012,55,21,9009,9024,C34H40FN3O5,873881,=,11,ucm/s,Papp,66530,Apparent permeability across pig LLC-PK1 cells after 2hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468639,11,10^-6cm/s,LLC-PK1
12135167,1442714,CHEMBL2181884,590.7,CC(C)(C)Cc1cnc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1ccc3c(c1)OCO3)NC(=O)c1cccnc1F)CC1(CCC1)O2,A,J. Med. Chem.,2012,55,21,9009,9024,C33H39FN4O5,873881,=,17,ucm/s,Papp,66530,Apparent permeability across pig LLC-PK1 cells after 2hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468639,17,10^-6cm/s,LLC-PK1
12135229,1442715,CHEMBL2181885,525.69,COc1ccc(C[C@H](NC(C)=O)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1OC,A,J. Med. Chem.,2012,55,21,9009,9024,C30H43N3O5,873881,=,21,ucm/s,Papp,66530,Apparent permeability across pig LLC-PK1 cells after 2hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468639,21,10^-6cm/s,LLC-PK1
12135228,1442716,CHEMBL2181886,597.65,CC(=O)N[C@@H](Cc1ccc(OC(F)F)c(OC(F)F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,A,J. Med. Chem.,2012,55,21,9009,9024,C30H39F4N3O5,873881,=,8,ucm/s,Papp,66530,Apparent permeability across pig LLC-PK1 cells after 2hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468639,8,10^-6cm/s,LLC-PK1
12135227,1442717,CHEMBL2181887,509.65,CC(=O)N[C@@H](Cc1ccc2c(c1)OCO2)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,A,J. Med. Chem.,2012,55,21,9009,9024,C29H39N3O5,873881,=,11,ucm/s,Papp,66530,Apparent permeability across pig LLC-PK1 cells after 2hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468639,11,10^-6cm/s,LLC-PK1
12137227,1442718,CHEMBL2181888,572.75,COCC(=O)N[C@@H](Cc1cccc(-c2ccncc2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,A,J. Med. Chem.,2012,55,21,9025,9044,C34H44N4O4,874109,=,22,ucm/s,Papp,66531,Apparent permeability across pig LLC-PK1 cells after 2 hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468684,22,10^-6cm/s,average
12137226,1442719,CHEMBL2181889,572.75,COCC(=O)N[C@@H](Cc1cccc(-c2ccccn2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,A,J. Med. Chem.,2012,55,21,9025,9044,C34H44N4O4,874109,=,32,ucm/s,Papp,66531,Apparent permeability across pig LLC-PK1 cells after 2 hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468684,32,10^-6cm/s,average
12137225,1442720,CHEMBL2181890,562.71,COCC(=O)N[C@@H](Cc1cccc(-c2ncco2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,A,J. Med. Chem.,2012,55,21,9025,9044,C32H42N4O5,874109,=,9.9,ucm/s,Papp,66531,Apparent permeability across pig LLC-PK1 cells after 2 hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468684,9.9,10^-6cm/s,average
12137224,1442721,CHEMBL2181891,575.75,COCC(=O)N[C@@H](Cc1cccc(-c2nccn2C)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,A,J. Med. Chem.,2012,55,21,9025,9044,C33H45N5O4,874109,=,12,ucm/s,Papp,66531,Apparent permeability across pig LLC-PK1 cells after 2 hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468684,12,10^-6cm/s,average
12137223,1442722,CHEMBL2181892,578.78,COCC(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,A,J. Med. Chem.,2012,55,21,9025,9044,C32H42N4O4S,874109,=,23,ucm/s,Papp,66531,Apparent permeability across pig LLC-PK1 cells after 2 hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468684,23,10^-6cm/s,average
12137222,1442723,CHEMBL2181893,578.78,COCC(=O)N[C@@H](Cc1cccc(-c2cncs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,A,J. Med. Chem.,2012,55,21,9025,9044,C32H42N4O4S,874109,=,24,ucm/s,Papp,66531,Apparent permeability across pig LLC-PK1 cells after 2 hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468684,24,10^-6cm/s,average
12137221,1442724,CHEMBL2181894,578.78,COCC(=O)N[C@@H](Cc1cccc(-c2cscn2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,A,J. Med. Chem.,2012,55,21,9025,9044,C32H42N4O4S,874109,=,21,ucm/s,Papp,66531,Apparent permeability across pig LLC-PK1 cells after 2 hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468684,21,10^-6cm/s,average
12137220,1442725,CHEMBL2181895,592.81,COCC(=O)N[C@@H](Cc1cccc(-c2nc(C)cs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,A,J. Med. Chem.,2012,55,21,9025,9044,C33H44N4O4S,874109,=,23,ucm/s,Papp,66531,Apparent permeability across pig LLC-PK1 cells after 2 hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468684,23,10^-6cm/s,average
12137219,1442726,CHEMBL2181896,519.69,C#Cc1cccc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,A,J. Med. Chem.,2012,55,21,9025,9044,C31H41N3O4,874109,=,24,ucm/s,Papp,66531,Apparent permeability across pig LLC-PK1 cells after 2 hrs by LC/MS analysis,Sus scrofa,,LLC-PK1,Autocuration,22468684,24,10^-6cm/s,average
